Lease Number,Current Expiration Date,Lease Initial Effective Date,Location Code,Lease ANSI Rentable Sqft,Lease Usable Sqft,Lse Structured Parking Spaces,Lse Surface Parking Spaces,Lease Annual Rent Amount,Lease Responsibility,Lessor Name,Lessor In-Care-Of,Lessor Address 1,Lessor Address 2,Lessor Country,Lessor State,Lessor Zip Code,Lessor County,Lessor City              
LMA04264,31-Jan-2013,01-Feb-2003,MA5683,2500.000000,2125.000000,5,0,86708.940000,LESSOR,"70 HARBOUR POINTE LLC,A MASS. LLC","ACS DEVELOPMENT CORPORATION","80 EVERETT AVENUE","SUITE 319","US",MA,02150-0000,"SUFFOLK","CHELSEA"
LMA04805,09-Sep-2020,10-Sep-2010,MA5683,4122.000000,3504.000000,0,0,117641.880000,LESSOR,"70 HARBOUR POINTE LLC","","HARBOUR POINTE PARK","80 EVERETT AVENUE,SUITE 319","US",MA,02150-2376,"SUFFOLK","CHELSEA"
LMA04254,02-Oct-2012,03-Oct-2002,MA5683,6775.000000,5759.000000,0,0,231852.010000,LESSOR,"70 HARBOUR POINTE LLC,A MASS. LLC","ACS DEVELOPMENT CORPORATION","80 EVERETT AVENUE","SUITE 319","US",MA,02150-0000,"SUFFOLK","CHELSEA"
LMA04294,30-Apr-2014,01-May-2004,MA5684,28020.000000,22236.000000,2,0,838985.990000,LESSOR,"COPLEY PLACE ASSOCIATES","C/O SIMON PROPERTY GROUP LP","115 WEST WASHINGTON STREET","","US",IN,46204-0000,"MARION","INDIANAPOLIS"
LMA03754,13-Dec-2012,14-Dec-1992,MA5771,72220.000000,62800.000000,0,285,1229476.310000,LESSOR,"AMHERST DEVELOPMENT PARTNERS","LIMITED PARTNERSHIP","123 PARK AVE","","US",MA,01090-0000,"HAMPDEN","WEST SPRINGFIELD"
LMA04529,12-Aug-2017,13-Aug-2007,MA5775,3300.000000,2870.000000,0,16,83906.870000,LESSOR,"ROUTE 146 SUTTON,LLC","","456 PROVIDENCE HWY","","US",MA,02026-6815,"NORFOLK","DEDHAM"
LMA03784,31-Jul-2011,01-Feb-1993,MA5780,118175.000000,98878.000000,130,0,7856626.830000,LESSOR,"CENTER PLAZA ASSOCIATES","C/O EQUITY OFFICE PROPERTIES","100 SUMMER ST","2ND FLOOR","US",MA,02110-0000,"SUFFOLK","BOSTON"
LMA04201,30-Sep-2012,04-Oct-2002,MA5785,1097.000000,954.000000,0,0,26602.200000,LESSOR,"WORESTER RENAISSANCE,LLC","C/O BERKLEY INVESTMENTS,INC","ATTN: DONALD J. CUFF,CFO","121 HIGH STREET","US",MA,02110-0000,"SUFFOLK","BOSTON"
LMA03843,29-Jun-2013,30-Jun-1993,MA5785,3853.000000,3350.000000,11,0,78259.580000,LESSOR,"WORESTER RENAISSANCE,LLC","C/O BERKELEY INVESTMENTS,INC","ATTN:  DONALD J. CUFF,CFO","121 HIGH STREET","US",MA,02110-0000,"SUFFOLK","BOSTON"
LMA03818,31-Dec-2011,21-Jun-1993,MA5785,13379.000000,11634.000000,9,0,284199.000000,LESSOR,"WORCESTER RENAISSANCE,LLC","C/O BERKELEY INVESTMENTS,INC","ATTN: DONALD J. CUFF,CFO","121 HIGH STREET","US",MA,02110-2416,"SUFFOLK","BOSTON"
LMA04402,31-Mar-2011,01-Apr-2005,MA5786,4283.000000,3120.000000,2,0,138107.300000,LESSOR,"GLB SUMMER I LLC &GLB SUMMER II LLC","DELAWARE LMTD. LIABILITY COMPANIES","53 MAPLE AVENUE","","US",NJ,07960-5219,"MORRIS","MORRISTOWN"
LMA04281,03-Sep-2013,04-Sep-2003,MA5789,8878.000000,7518.000000,0,0,236219.510000,LESSOR,"P & A REALTY TRUST","","HARBOUR POINT EAST","80 EVERETT AVENUE,SUITE 319","US",MA,02150-0000,"SUFFOLK","CHELSEA"
LMA04232,14-May-2013,15-May-2003,MA5790,12190.000000,10600.000000,0,50,191624.120000,LESSOR,"HERITAGE PLACE LLC","C/O ORIT GOLDSTEIN","OZZY PROPERTY MANAGEMENT","3 DUNDEE OFFICE PARK,SUITE B05","US",MA,01810-0000,"ESSEX","ANDOVER"
LMA03845,15-Nov-2011,17-Nov-1993,MA5792,1884.000000,1638.000000,0,6,50264.190000,LESSOR,"PILLAR REALTY,LLC","PAUL CARNEY,THE HERITAGE BUILDING","150 COOLIDGE ROAD","","US",MA,01503-0000,"WORCESTER","BERLIN"
LMA04541,31-Jan-2019,01-Feb-2009,MA5793,4939.000000,4295.000000,0,3,89729.620000,LESSOR,"SIS CENTER,INC.","","1441 MAIN STREET","","US",MA,01103-1406,"HAMPDEN","SPRINGFIELD"
LMA03833,31-Oct-2010,01-Nov-1993,MA5793,5980.000000,5382.000000,0,0,132240.400000,LESSOR,"SIS CENTER,INC.","","1441 MAIN STREET","","US",MA,01103-0000,"HAMPDEN","SPRINGFIELD"
LMA04599,20-Aug-2019,21-Aug-2009,MA5793,5558.000000,4833.000000,2,11,158681.530000,LESSOR,"SIS CENTER,INC.","COLEBROOK REALTY SERVICES,INC.","1441 MAIN STREET","","US",MA,01103-1406,"HAMPDEN","SPRINGFIELD"
LMA03928,13-Aug-2011,14-Aug-1995,MA5793,11207.000000,9745.000000,0,0,225844.530000,LESSOR,"SIS CENTER,INC.","COLEBROOK REALTY SERVICES","1441 MAIN STREET","","US",MA,01103-1406,"HAMPDEN","SPRINGFIELD"
LMA04585,31-Aug-2020,01-Sep-2010,MA5793,12621.000000,10975.000000,20,16,392101.000000,LESSOR,"SIS CENTER,INC.","","1441 MAIN STREET","","US",MA,01103-1406,"HAMPDEN","SPRINGFIELD"
LMA04756,31-Jan-2020,01-Feb-2010,MA5794,153459.000000,133443.000000,0,0,1020502.350000,LESSOR,"HPI/GSA 2A LLC","","100 N TRYON STREET","SUITE 5500","US",NC,28202-4001,"MECKLENBURG","CHARLOTTE"
LMA03909,31-Dec-2010,11-Mar-1995,MA5805,6624.000000,5760.000000,0,3,218592.000000,LESSOR,"HARL REALTY COMPANY","C/O CLIFF WEISS","P.O. BOX 754","109 TYRINGHAM ROAD","US",MA,02164-0000,"BERKSHIRE","MONTEREY"
LMA03996,02-Jan-2012,10-Mar-1997,MA5809,22995.000000,19996.000000,0,16,466535.280000,LESSOR,"SZETO LANDMARK REALTY INC","","90 MADISON STREET","","US",MA,01608-2030,"WORCESTER","WORCESTER"
LMA03965,09-May-2011,11-Nov-1996,MA5810,3450.000000,3000.000000,0,3,50244.110000,LESSOR,"NORTH ADAMS FUTURES,INC.","","P.O. BOX  307","NORTH ADAMS","US",MA,01247-0000,"BERKSHIRE","NORTH ADAMS"
LMA04479,31-Oct-2011,01-Nov-2006,MA5813,80053.000000,63500.000000,0,350,1496188.780000,LESSOR,"CROSSPOINT LP","LAUREN WHITTON","900 CHELMSFORD STREET","","US",MA,01851-9999,"MIDDLESEX","LOWELL"
LMA04452,28-Feb-2017,01-Mar-2007,MA5817,6814.000000,5775.000000,0,26,234674.110000,LESSOR,"NORMANDY GATOR ACQ MEZZ III LLC","AISHA GORDON","1776 ON THE GREEN","67 PARK PLACE EAST 8TH FLOOR","US",NJ,07960-0000,"MORRIS","MORRISTOWN"
LMA04482,31-Oct-2018,01-Nov-2008,MA5819,3171.000000,2600.000000,4,0,85896.830000,LESSOR,"NATIONAL FIRE PROTECTION ASSOC,INC","","1 BATTERYMARCH PARK","","US",MA,02169-7454,"NORFOLK","QUINCY"
LMA04634,09-Feb-2020,10-Feb-2010,MA5822,3850.000000,3310.000000,0,10,76194.930000,LESSOR,"R. CARLOW FAMILY LIMITED PARTNERSHP","A MASSACHUSETTS LIMITED PARTNERSHIP","14 RINALDO ROAD","","US",MA,02191-1730,"NORFOLK","WEYMOUTH"
LMA04525,31-Mar-2019,01-Apr-2009,MA5826,875.000000,800.000000,0,0,29686.480000,LESSOR,"DONALD J. EMOND JR,TRUSTEE","WATERFRONT REALTY TRUST","104 DEAN STREET","","US",MA,02780-0000,"BRISTOL","TAUNTON"
LMA04630,31-Aug-2020,01-Sep-2010,MA5826,3970.000000,3711.000000,0,8,138505.200000,LESSOR,"WATERFRONT REALTY TRUST","","104 DEAN STREET","","US",MA,02780-2714,"BRISTOL","TAUNTON"
LMA04488,14-Mar-2017,15-Mar-2007,MA5826,6828.000000,6575.000000,0,31,201711.400000,LESSOR,"WATERFRONT REALTY TRUST","DONALD J. EMOND,JR.","104 DEAN ST","","US",MA,02780-0000,"BRISTOL","TAUNTON"
LMA04023,30-Nov-2010,01-Dec-1997,MA5828,2500.000000,2350.000000,3,3,71342.540000,LESSOR,"GATEWAY CENTER CORPORATION","C/O THE MEG COMPANIES","10 GEORGE STREET","","US",MA,01852-2293,"MIDDLESEX","LOWELL"
LMA04458,07-Apr-2019,08-Apr-2009,MA5829,12621.000000,11262.000000,0,14,362183.880000,LESSOR,"SIS CENTER,INC.","COLEBROOK REALTY SERVICES,INC.","1441 MAIN ST.","","US",MA,01103-1406,"HAMPDEN","SPRINGFIELD"
LMA04627,30-Sep-2018,01-Oct-2008,MA5831,3900.000000,3900.000000,0,8,38371.970000,LESSOR,"SHAW CORP.","","24 REISS AVENUE","","US",MA,01851-5129,"MIDDLESEX","LOWELL"
LMA04679,31-Oct-2025,01-Nov-2010,MA5832,4497.000000,3730.000000,0,7,113594.220000,LESSOR,"CONNECTOR PARK HOLDING,LLC","C/O NATIONAL DEVELOPMENT","2310 WASHINGTON STREET","","US",MA,02462-1449,"MIDDLESEX","NEWTON"
LMA04508,14-May-2018,15-May-2008,MA5832,23713.000000,19671.000000,0,73,468331.020000,LESSOR,"CONNECTOR PARK HOLDING,LLC","","2310 WASHINGTON STREET","","US",MA,02462-0000,"MIDDLESEX","NEWTON"
LMA04014,11-Mar-2018,16-Mar-1998,MA5834,104527.000000,96680.000000,0,457,2608642.310000,LESSOR,"696 VIRGINIA ROAD,LLC","","30 BROAD STREET","35TH FLOOR","US",NY,10004-2304,"NEW YORK","NEW YORK-MANHATTAN"
LMA04059,14-Jun-2013,15-Jun-1998,MA5835,2513.000000,2155.000000,0,0,63001.660000,LESSOR,"DUFFY ASSOCIATES LTD PARTNERSHIP","NORMAN J. DUFFY,GENERAL PARTNER","411 WAVERLY OAKS ROAD,SUITE 340","","US",MA,02154-0000,"MIDDLESEX","WALTHAM"
LMA04429,30-Apr-2011,01-May-2006,MA5837,2875.000000,2500.000000,3,0,73829.530000,LESSOR,"TR PRESIDENTS PLACE CORP","LINCOLN PROPERTY COMPANY","1250 HANCOCK STREET","","US",MA,02169-0000,"NORFOLK","QUINCY"
LMA04358,31-Jul-2014,01-Aug-2004,MA5837,5958.000000,4975.000000,1,0,162158.920000,LESSOR,"TR PRESIDENTS PLACE CORPORATION","C/O LINCOLN PROPERTY COMPANY","1250 HANCOCK STREET","","US",MA,02169-0000,"NORFOLK","QUINCY"
LMA04243,31-Mar-2013,01-Apr-2003,MA5837,9993.000000,8383.000000,25,0,277453.110000,LESSOR,"TR PRESIDENTS PLACE CORP","C/O LINCOLN PROPERTY COMPANY","1250 HANCOCK STREET","","US",MA,02169-4339,"NORFOLK","QUINCY"
LMA04618,23-Nov-2019,24-Nov-2009,MA5842,20874.000000,20874.000000,0,89,280715.580000,LESSOR,"TEN BEAR,LLC","","116 FLANDERS RD. SUITE 2000","","US",MA,01581-1072,"WORCESTER","WESTBORO"
LMA04593,17-Jan-2019,18-Jan-2009,MA5844,8800.000000,8800.000000,0,15,113344.000000,LESSOR,"GUEST STREET LLC","C/O CRYSTAL TRANSPORT","77 GUEST STREET","","US",MA,02135-2029,"SUFFOLK","BOSTON"
LMA04602,03-Jan-2020,04-Jan-2010,MA5845,7477.000000,7285.000000,0,1,188196.090000,LESSOR,"WATERFRONT REALTY TRUST","","104 DEAN STREET","","US",MA,02780-2714,"BRISTOL","TAUNTON"
LMA04088,24-Aug-2014,25-Aug-1999,MA5847,49950.000000,49742.000000,0,95,513119.630000,LESSOR,"I. FRED DI CENSO TRUST","ARTHUR KANAVOS AND","ROSSANA F DI CENSO,TRUSTEE","20 PEBBLE PLACE","US",MA,02180-1421,"MIDDLESEX","STONEHAM"
LMA04098,31-Aug-2021,01-Sep-2001,MA5851,68950.000000,49262.000000,0,140,2462131.560000,LESSOR,"ACQUEST GOVERNMENT HOLDINGS,LLC","C/O ISTAR REAL ESTATE SERVICES","3480 PRESTON RIDGE ROAD","SUITE 575","US",GA,30005-0000,"FULTON","ALPHARETTA"
LMA04494,31-May-2017,01-Jun-2007,MA5861,1201.000000,1041.000000,1,3,24480.760000,LESSOR,"BEVERLY CUMMINGS PARK,INC","BILL GRANT,CUMMINGS PROPERTIES LLC","200 WEST CUMMINGS PARK","","US",MA,01801-6396,"MIDDLESEX","WOBURN"
LMA04390,24-Nov-2014,25-Nov-2004,MA5863,10787.000000,9190.000000,0,0,256611.050000,LESSOR,"TURNPIKE EQUITY PARTNERS,LLC"," C/O EVEREST PARTNERS,LLC","99 ROSEWOOD DRIVE,SUITE,270","","US",MA,01923-0000,"ESSEX","DANVERS"
LMA04084,16-Nov-2010,18-Nov-1999,MA5866,13131.000000,11128.000000,0,2,358753.100000,LESSOR,"AMERICAN STONEHENGE REALTY TRUST","PEARSON & PEARSON","10 GEORGE STREET,SUITE 200","","US",MA,01852-2293,"MIDDLESEX","LOWELL"
LMA04091,30-Nov-2010,01-Dec-1999,MA5867,12018.000000,10450.000000,0,1,252284.250000,LESSOR,"MAP  DEVELOPMENT,LLC","MATT MCDONOUGH,MANAGER","270 EXCHANGE STREET","","US",MA,01013-0000,"HAMPDEN","CHICOPEE"
LMA04539,15-Jan-2018,16-Jan-2008,MA5868,4325.000000,4163.000000,0,4,90094.610000,LESSOR,"SECOND STREET LIMITED PARTNERSHIP","C/O ACS DEVELOPMENT CORPORATION","80 EVERETT AVENUE,SUITE 319","","US",MA,02150-2346,"SUFFOLK","CHELSEA"
LMA04161,31-Dec-2010,01-Jul-2000,MA5868,15000.000000,15000.000000,0,0,227519.000000,LESSOR,"SECOND STREET LIMITED PARTNERSHIPS","ACS DEVELOPMENT CORPORATION","80 EVERETT AVENUE,SUITE 319","","US",MA,02150-2346,"SUFFOLK","CHELSEA"
LMA04166,24-May-2011,25-May-2001,MA5869,4970.000000,4200.000000,0,24,152570.080000,LESSOR,"CAPE MORAINE,LLC","","15 RESEARCH RD.","FALMOUTH TECHNOLOGY PARK","US",MA,02536-4440,"BARNSTABLE","EAST FALMOUTH"
LMA04262,31-Oct-2012,01-Nov-2002,MA5871,1347.000000,1347.000000,0,4,24860.000000,LESSOR,"BARNSTABLE MUNICIPAL AIRPORT","","480 BARNSTABLE RD","","US",MA,02601-2900,"BARNSTABLE","HYANNIS"
LMA04698,30-Jun-2014,01-Jul-2009,MA5873,615.000000,615.000000,0,0,13296.300000,LESSOR,"THE MASSACHUSETTS PORT AUTHORITY","","ONE HARBORSIDE DRIVE","SUITED 200S","US",MA,02128-2905,"SUFFOLK","BOSTON"
LMA04528,31-May-2014,01-Jun-2009,MA5874,731.000000,530.000000,0,1,48021.610000,LESSOR,"NANTUCKET MEMORIAL AIRPORT","","14 AIRPORT ROAD","","US",MA,02554-2894,"NANTUCKET","NANTUCKET"
LMA04280,01-Jan-2014,02-Jan-2004,MA5876,6427.000000,5592.000000,0,0,200157.540000,LESSOR,"BROOKSIDE I,LLC","BRIAN MURRAY","425 BOYLSTON STREET","","US",MA,02116-3315,"SUFFOLK","BOSTON"
LMA04495,31-Mar-2010,01-Feb-2007,MA5877,400.000000,400.000000,0,0,7200.000000,LESSOR,"TOWN OF PROVINCETOWN","","260 COMMERCIAL STREET","","US",MA,02657-0000,"BARNSTABLE","PROVINCETOWN"
LMA04759,14-Dec-2015,03-May-2010,MA5881,2508.000000,1893.000000,1,0,118509.410000,LESSOR,"TEACHERS INSURANCE AND ANNUITY ASSN","","730 THIRD AVENUE","","US",NY,10017-3207,"NEW YORK","NEW YORK-MANHATTAN"
LMA04292,13-Nov-2013,14-Nov-2003,MA5881,24353.000000,22248.000000,2,0,801352.610000,LESSOR,"TEACHERS INSURANCE AND ANNUITY","ASSOCIATION OF AMERICA,A NY CORP.","730 THIRD AVENUE","","US",NY,10017-0000,"BRONX","NEW YORK-BRONX"
LMA04674,14-Dec-2015,15-Dec-2008,MA5881,48706.000000,39112.000000,5,0,2592696.150000,LESSOR,"TEACHERS INSURANCE AND ANNUITY","","730 THIRD AVENUE","","US",NY,10017-0000,"NEW YORK","NEW YORK-MANHATTAN"
LMA04763,28-Feb-2015,01-Mar-2010,MA5883,1960.000000,1960.000000,0,4,51881.200000,LESSOR,"TESTA AVIATION REALTY,LLC","","360 AUDUBON ROAD","","US",MA,01880-1204,"MIDDLESEX","WAKEFIELD"
LMA04344,30-Jun-2014,01-Jul-2004,MA5886,8559.000000,8559.000000,0,0,104163.000000,LESSOR,"ZOOM GROUP LLC","NORTH STAR MANAGEMENT","27 DRYDOCK AVE","","US",MA,02110-2377,"SUFFOLK","BOSTON"
LMA04337,15-Sep-2014,16-Sep-2004,MA5887,15500.000000,13185.000000,0,62,499096.890000,LESSOR,"SDC APOLLO CHELMSFORD,INC.,","RREEF","600 UNICORN PARK","","US",MA,01801-0000,"MIDDLESEX","WOBURN"
LMA04350,30-Jun-2015,01-Jul-2005,MA5890,20292.000000,19000.000000,0,85,712194.650000,LESSOR,"CAREW STREET DEVELOPMENT LLC","FALCON MANAGEMENT CORP. INC.","ONE MONARCH PLACE SUITE 2410","","US",MA,01144-2410,"HAMPDEN","SPRINGFIELD"
LMA04342,21-Oct-2014,22-Oct-2004,MA5891,1917.000000,1917.000000,2,4,78983.960000,LESSOR,"UNIAVE TWO LLC","CHRISTOPHER EGAN,PRESIDENT","116 FLANDERS ROAD","SUITE 2000","US",MA,01581-0000,"WORCESTER","WESTBORO"
LMA04400,30-Sep-2015,01-Oct-2005,MA5893,8026.000000,7196.000000,0,35,318411.280000,LESSOR,"STOUGHTON REALTY TRUST","","53 FREEPORT STREET","","US",MA,02122-2865,"SUFFOLK","BOSTON"
LMA04404,19-Oct-2015,20-Oct-2005,MA5895,10472.000000,8800.000000,0,0,283656.120000,LESSOR,"CENTER PLAZA ASSOC. LLP","GLENN VERRETTE","100 SUMMER STREET","","US",MA,02110-0000,"SUFFOLK","BOSTON"
LMA04418,13-Oct-2015,14-Oct-2005,MA5897,4500.000000,4500.000000,0,0,65201.650000,LESSOR,"ABERJONA VALLEY,LLC","","200 WEST CUMMINGS PARK","","US",MA,01801-0000,"MIDDLESEX","WOBURN"
LMA04520,31-Jan-2018,01-Feb-2008,MA5898,24562.000000,21156.000000,0,30,554040.330000,LESSOR,"MASSACHUSETTS PORT AUTHORITY","","1 HARBORSIDE DRIVE,SUITE 200-S","","US",MA,02128-2909,"SUFFOLK","BOSTON"
LMA04430,31-Dec-2018,01-Sep-2007,MA5900,42225.000000,38386.000000,0,126,1493444.130000,LESSOR,"TEN LLC","","27 CAMBRIDGE STREET","","US",MA,01803-4616,"MIDDLESEX","BURLINGTON"
LMA04432,30-Nov-2017,01-Dec-2007,MA5902,2070.000000,1800.000000,0,0,45908.700000,LESSOR,"COUNTY OF PLYMOUTH","COUNTY ADMINISTRATOR","11 SOUTH RUSSELL STREET","","US",MA,02360-0000,"PLYMOUTH","PLYMOUTH"
LMA04361,31-Jan-2011,01-Feb-2006,MA5904,1175.000000,1022.000000,2,0,35828.710000,LESSOR,"GATEWAY REALTY TRUST","J.F. WHITE PROPERTIES,INC.","ONE GATEWAY CENTER,SUITE 500","300 WASHINGTON STREET","US",MA,02458-2878,"MIDDLESEX","NEWTON"
LMA04444,30-Apr-2017,01-May-2007,MA5905,8000.000000,7480.000000,0,6,214482.540000,LESSOR,"WHARTON REALTY LLC","ACS DEVELOPMENT CORPORATION","80 EVERETT AVENUE","SUITE 319","US",MA,02150-2346,"SUFFOLK","CHELSEA"
LMA04419,21-Feb-2011,22-Feb-2006,MA5906,10420.000000,10420.000000,0,10,137791.700000,LESSOR,"I FRED DICENSO TRUST","ARTHUR KANAVOS","65 INDUSTRIAL WAY","","US",MA,01887-3499,"MIDDLESEX","WILMINGTON"
LMA04446,27-Feb-2016,28-Feb-2006,MA5907,8000.000000,8000.000000,0,5,92665.650000,LESSOR,"PETER M LAFATA AND REALPH DIGIORGIO","","MIDDLETON INDUSTRIAL PARK,LLC","2 DEBUSH AVENUE,UNIT C3","US",MA,01949-9999,"ESSEX","MIDDLETON"
LMA04416,17-Jul-2022,18-Jul-2007,MA5908,13500.000000,12500.000000,0,63,461962.490000,LESSOR,"CHRISTY PLACE LLC","NEW ENGLAND REALTY RESOURCES LLC","53 FREEPORT STREET","","US",MA,02122-2805,"SUFFOLK","BOSTON"
LMA04700,21-Nov-2013,22-Nov-2008,MA5909,297.000000,297.000000,0,0,3415.500000,LESSOR,"WORCESTER REGIONAL AIRPORT","","375 AIRPORT DRIVE","","US",MA,01602-2294,"WORCESTER","WORCESTER"
LMA04753,31-May-2015,01-Jun-2010,MA5912,400.000000,400.000000,0,0,26400.000000,LESSOR,"MARTHA'S VINEYARD AIRPORT","","71 AIRPORT RD","","US",MA,02568-8104,"DUKES","VINEYARD HAVEN"
LMA04475,30-Jun-2012,01-Nov-2007,MA5914,30365.000000,26036.000000,5,0,2374952.640000,LESSOR,"ONE BEACON STREET LIMITED PARTNERSH","","200 STATE STREET,5TH FLOOR","","US",MA,02108-3107,"SUFFOLK","BOSTON"
LMA04492,14-Jul-2019,15-Jul-2009,MA5917,8025.000000,7151.000000,0,19,237481.190000,LESSOR,"CANPRO INVESTMENTS,LTD.","","1010 STE. CATHERINE STREET WEST","SUITE 1200","XC",,H3B 3S3,"","MONTREAL QUEBEC"
LMA04462,30-Jun-2017,01-Jul-2007,MA5918,8857.000000,8140.000000,0,9,234779.640000,LESSOR,"BROADFIELD PROPERTIES,LLC","","50 BROAD STREET","","US",MA,01970-0000,"ESSEX","SALEM"
LMA04547,31-Aug-2019,01-Sep-2009,MA5930,7890.000000,6686.000000,1,13,344973.350000,LESSOR,"401 EDGEWATER,LLC","","225 WYMAN STREET","","US",MA,02451-1209,"MIDDLESEX","WALTHAM"
LMA04558,28-Feb-2013,01-Mar-2008,MA5932,1085.000000,925.000000,0,4,15927.410000,LESSOR,"MANCHAUG MILLS,INC.,","A MASSACHUSETTS CORPORATION","9 MAIN STREET,SUITE 1A","","US",MA,01590-1660,"WORCESTER","SUTTON"
LMA04605,30-Apr-2019,01-May-2009,MA5935,4903.000000,4191.000000,0,18,176048.480000,LESSOR,"MERITAGE-ANDOVER HOLDINGS LLC","","2 OVERHILL ROAD","SUITE 425","US",NY,10583-0000,"WESTCHESTER","SCARSDALE"
LMA04629,31-May-2018,01-Jun-2008,MA5936,1800.000000,1590.000000,0,10,52762.280000,LESSOR,"SZETO LANDMARK REALTY","","90 MADISON STREET,SUITE 610","","US",MA,01608-2030,"WORCESTER","WORCESTER"
LMA04672,08-Sep-2019,09-Sep-2009,MA5937,2524.000000,2139.000000,0,5,68462.650000,LESSOR,"RJK MALL ROAD NOMINEE TRUST","","55 CAMBRIDGE STREET","","US",MA,01803-4615,"MIDDLESEX","BURLINGTON"
LMA04514,14-Feb-2018,15-Feb-2008,MA5938,2500.000000,2500.000000,0,0,24055.570000,LESSOR,"GENERAL OWNER,LLC","HANSON CONTRACTORS PARK REALTY TRUS","1404 HANOVER STREET","","US",MA,02339-2026,"PLYMOUTH","HANOVER"
LMA04620,07-Jun-2024,08-Jun-2009,MA5939,28325.000000,27449.000000,57,30,1374720.800000,LESSOR,"JDL-LAWRENCE,LLC","","301 NORTH MAIN STREET","SUITE 2300","US",NC,27101-0000,"FORSYTH","WINSTON SALEM"
LMA04628,31-Jul-2013,01-Aug-2008,MA5940,1645.000000,1399.000000,0,10,32394.950000,LESSOR,"WEST CHESTNUT STREET,LLC","","1115 WEST CHESTNUT STREET","","US",MA,02301-7501,"PLYMOUTH","BROCKTON"
LMA04637,01-Dec-2019,02-Dec-2009,MA5942,3748.000000,3422.000000,0,0,129302.980000,LESSOR,"SWITCH GEARS LP","C/O STUART BORNSTEIN","297 NORTH STREET","","US",MA,02601-5108,"BARNSTABLE","HYANNIS"
LMA04668,29-Oct-2019,30-Oct-2009,MA5944,2400.000000,2400.000000,0,15,80943.610000,LESSOR,"MARK SALZBERG","","65 KENILWORTH STREET","","US",MA,02458-2705,"MIDDLESEX","NEWTON"
LMA04464,07-Jan-2025,08-Jan-2010,MA5955,12714.000000,11987.000000,0,70,427684.170000,LESSOR,"BROPHY RANDOLPH LLC","BROPHY & PHILLIPS","928 WEST CHESTNUT STREET","","US",MA,02301-5560,"PLYMOUTH","BROCKTON"
LMA04601,31-Dec-2019,01-Jan-2010,MA5958,11393.000000,10621.000000,0,1,485571.630000,LESSOR,"COMMERCIAL STREET VENTURE,LLC","","858 WASHINGTON STREET,SUITE 100","","US",MA,02026-6099,"NORFOLK","DEDHAM"
LMA04713,29-Jul-2020,30-Jul-2010,MA5964,14664.000000,12364.000000,0,1,657985.410000,LESSOR,"FAWCETT STREET HOLDINGS,LLC","C/O SYNERGY","115 BROAD STREET,4TH FLOOR","","US",MA,02110-3032,"SUFFOLK","BOSTON"
LMA04624,14-Sep-2020,15-Sep-2010,MA5965,5683.000000,4976.000000,0,28,249711.020000,LESSOR,"CLAREMONT BRIDGEWATER 1,LLC","C/O CLAREMONT COMPANIES","ONE LAKESHORE CENTER","","US",MA,02324-1065,"PLYMOUTH","BRIDGEWATER"
LMA04722,31-Jan-2012,01-Feb-2010,MA5973,8000.000000,6897.000000,0,30,216000.000000,LESSOR,"91 HARTWELL AVENUE TRUST","BOSTON PROPERTIES,INC.","800 BOYLSTON STREET","","US",MA,02199-8103,"SUFFOLK","BOSTON"
LMA04725,30-Jun-2020,01-Jul-2010,MA5974,6448.000000,5158.000000,0,20,136240.000000,LESSOR,"HOME NATIONAL REALTY CORPORATION","","8 UXBRIDGE ROAD","","US",MA,01756-1002,"WORCESTER","MENDON"
LMA04701,04-Apr-2015,05-Apr-2010,MA5977,1293.000000,1112.000000,0,0,22318.310000,LESSOR,"1350 MAIN STREET LLC","C/O NAI SAMUELS D. PLOTKIN & ASSOC.","41 TAYLOR STREET","","US",MA,01103-1628,"HAMPDEN","SPRINGFIELD"
LMA04632,19-Aug-2019,20-Aug-2009,MA5980,20104.000000,15519.000000,0,0,948030.310000,LESSOR,"BRICKMAN SLEEPER STREET LLC","","712 FIFTH AVENUE","","US",NY,10019-4108,"NEW YORK","NEW YORK-MANHATTAN"
LMA04748,28-Feb-2013,01-Mar-2010,MA5981,0.000000,0.000000,5,0,13500.000000,LESSOR,"PILGRIM PARKING,INC.","","60 TEMPLE PLACE,SUITE 401","","US",MA,02111-1324,"SUFFOLK","BOSTON"
LMA04670,30-Sep-2011,28-Sep-2009,MA5982,43170.000000,29547.000000,50,0,600830.630000,LESSOR,"MASSACHUSETTS DEVELOPMENT","FINANCE AGENCY","160 FEDERAL STREET","7TH FLOOR","US",MA,02110-1700,"SUFFOLK","BOSTON"
LMA04784,30-Jun-2017,01-Jul-2010,MA5988,2512.000000,2512.000000,0,0,62800.000000,LESSOR,"AMERICAN CONGREGATIONAL ASSOCIATION","","14 BEACON STREET","SUITE 100","US",MA,02108-3704,"SUFFOLK","BOSTON"
LME04730,30-Sep-2014,01-Oct-2009,ME0006,468.000000,468.000000,0,0,6682.100000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
LME04731,30-Sep-2014,01-Oct-2009,ME0017,471.000000,471.000000,0,1,5900.690000,LESSOR,"UNITED STATES POSTAL SERVICE","GABRIEL BENVENUTO,REALTY ASSET PRG","2825 LONE OAK PKWY","","US",MN,55121-1551,"RAMSEY","ST PAUL"
